Unnamed: 0,rental_date,return_date,amount,release_year,rental_rate,length,replacement_cost,special_features,NC-17,PG,PG-13,R,has_trailer,has_commentary,has_deleted_scenes,has_behind_the_scenes,rental_duration,cost_per_minute,rental_duration_sq
39,2005-06-16 00:52:36+00:00,2005-06-21 23:55:36+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.18139274357691693,-1.1221558297534517,25.0
40,2005-07-09 03:56:09+00:00,2005-07-16 23:15:09+00:00,2.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.9401369016963409,-1.1221558297534517,49.0
41,2005-07-29 05:38:43+00:00,2005-08-04 03:00:43+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.18139274357691693,-1.1221558297534517,25.0
42,2005-08-23 05:07:01+00:00,2005-08-25 03:28:01+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-1.336095572661931,-1.1221558297534517,1.0
43,2005-05-31 19:51:39+00:00,2005-06-03 18:04:39+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-0.9567234936022191,-1.1221558297534517,4.0
44,2005-06-21 11:04:53+00:00,2005-06-25 12:36:53+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-0.19797933548279506,-1.1221558297534517,16.0
45,2005-07-09 14:52:53+00:00,2005-07-16 16:41:53+00:00,1.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.9401369016963409,-1.1221558297534517,49.0
46,2005-07-28 05:00:09+00:00,2005-07-30 10:49:09+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-0.9567234936022191,-1.1221558297534517,4.0
47,2005-08-23 21:42:00+00:00,2005-09-01 02:32:00+00:00,2.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,1.319508980756053,-1.1221558297534517,64.0
48,2005-06-01 00:04:10+00:00,2005-06-09 20:34:10+00:00,3.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,1.319508980756053,-1.1221558297534517,64.0
49,2005-06-15 06:21:46+00:00,2005-06-20 11:14:46+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.18139274357691693,-1.1221558297534517,25.0
50,2005-07-08 08:01:02+00:00,2005-07-15 02:32:02+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,0.5607648226366289,-1.1221558297534517,36.0
51,2005-07-28 10:44:03+00:00,2005-07-29 13:46:03+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-1.336095572661931,-1.1221558297534517,1.0
52,2005-08-23 22:23:11+00:00,2005-08-24 19:09:11+00:00,0.99,2006.0,-1.1819909211677728,1.6442412474409827,0.28718771356032097,"{Trailers,""Behind the Scenes""}",0,0,0,1,1,0,0,1,-1.715467651721643,-1.1221558297534517,0.0
53,2005-05-25 03:05:21+00:00,2005-06-02 08:33:21+00:00,6.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,1.319508980756053,0.30134967580231253,64.0
54,2005-06-19 09:59:57+00:00,2005-06-24 15:44:57+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.18139274357691693,0.30134967580231253,25.0
55,2005-07-09 02:45:02+00:00,2005-07-12 03:59:02+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
56,2005-07-27 15:05:54+00:00,2005-08-02 15:36:54+00:00,3.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.5607648226366289,0.30134967580231253,36.0
57,2005-08-20 16:44:53+00:00,2005-08-22 13:18:53+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-1.336095572661931,0.30134967580231253,1.0
58,2005-05-28 00:08:55+00:00,2005-06-01 18:32:55+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.19797933548279506,0.30134967580231253,16.0
59,2005-06-17 08:25:46+00:00,2005-06-26 13:37:46+00:00,6.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,1.6988810598157649,0.30134967580231253,81.0
60,2005-07-12 10:28:12+00:00,2005-07-19 10:19:12+00:00,4.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.5607648226366289,0.30134967580231253,36.0
61,2005-08-02 10:17:16+00:00,2005-08-09 09:58:16+00:00,4.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.5607648226366289,0.30134967580231253,36.0
62,2005-08-23 02:51:13+00:00,2005-08-29 03:46:13+00:00,3.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.5607648226366289,0.30134967580231253,36.0
63,2005-05-29 05:59:10+00:00,2005-06-01 06:45:10+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
64,2005-06-15 14:55:09+00:00,2005-06-18 19:14:09+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
65,2005-07-11 03:59:27+00:00,2005-07-15 03:38:27+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
66,2005-08-01 09:23:00+00:00,2005-08-04 05:12:00+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.9567234936022191,0.30134967580231253,4.0
67,2005-08-23 10:56:15+00:00,2005-08-24 11:37:15+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-1.336095572661931,0.30134967580231253,1.0
68,2005-05-31 04:06:20+00:00,2005-06-01 01:29:20+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-1.715467651721643,0.30134967580231253,0.0
69,2005-06-20 17:47:20+00:00,2005-06-25 20:00:20+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.18139274357691693,0.30134967580231253,25.0
70,2005-07-10 22:20:48+00:00,2005-07-17 04:09:48+00:00,4.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.5607648226366289,0.30134967580231253,36.0
71,2005-07-31 19:47:51+00:00,2005-08-02 23:06:51+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.9567234936022191,0.30134967580231253,4.0
72,2005-08-19 19:40:28+00:00,2005-08-23 01:20:28+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
73,2005-05-31 19:58:44+00:00,2005-06-05 22:05:44+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.18139274357691693,0.30134967580231253,25.0
74,2005-06-15 16:45:30+00:00,2005-06-17 21:12:30+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.9567234936022191,0.30134967580231253,4.0
75,2005-07-07 11:06:03+00:00,2005-07-13 05:56:03+00:00,3.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.18139274357691693,0.30134967580231253,25.0
76,2005-07-29 15:25:54+00:00,2005-08-04 14:16:54+00:00,3.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,0.18139274357691693,0.30134967580231253,25.0
77,2005-08-24 00:27:34+00:00,2005-08-28 20:48:34+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.19797933548279506,0.30134967580231253,16.0
78,2005-07-07 19:47:47+00:00,2005-07-10 15:45:47+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.9567234936022191,0.30134967580231253,4.0
79,2005-07-28 19:30:26+00:00,2005-08-05 20:29:26+00:00,5.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,1.319508980756053,0.30134967580231253,64.0
80,2005-08-19 15:27:10+00:00,2005-08-22 09:32:10+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.9567234936022191,0.30134967580231253,4.0
81,2005-07-27 07:59:35+00:00,2005-08-05 07:33:35+00:00,6.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,1.319508980756053,0.30134967580231253,64.0
82,2005-08-20 03:34:26+00:00,2005-08-23 22:33:26+00:00,2.99,2004.0,0.029433690959234735,-0.7712228471333661,1.6015462001501384,{Trailers},1,0,0,0,1,0,0,0,-0.577351414542507,0.30134967580231253,9.0
83,2005-05-25 03:08:07+00:00,2005-05-27 05:32:07+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,-0.9567234936022191,-0.872131721594137,4.0
84,2005-06-21 16:12:41+00:00,2005-06-26 10:32:41+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,-0.19797933548279506,-0.872131721594137,16.0
85,2005-07-08 14:16:00+00:00,2005-07-17 14:03:00+00:00,4.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,1.319508980756053,-0.872131721594137,64.0
86,2005-07-29 11:37:48+00:00,2005-08-04 14:43:48+00:00,1.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,0.5607648226366289,-0.872131721594137,36.0
87,2005-08-23 20:44:56+00:00,2005-08-25 02:42:56+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,-1.336095572661931,-0.872131721594137,1.0
88,2005-05-28 09:36:58+00:00,2005-06-02 05:50:58+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,-0.19797933548279506,-0.872131721594137,16.0
89,2005-06-18 16:54:18+00:00,2005-06-26 11:23:18+00:00,3.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,0.9401369016963409,-0.872131721594137,49.0
90,2005-07-10 11:17:01+00:00,2005-07-15 15:59:01+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,0.18139274357691693,-0.872131721594137,25.0
91,2005-07-29 15:18:27+00:00,2005-07-30 09:21:27+00:00,0.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,-1.715467651721643,-0.872131721594137,0.0
92,2005-08-18 00:11:35+00:00,2005-08-25 03:48:35+00:00,2.99,2008.0,-1.1819909211677728,-0.5720093135602239,-0.041401908087133364,"{Commentaries,""Behind the Scenes""}",1,0,0,0,0,0,0,1,0.9401369016963409,-0.872131721594137,49.0
93,2005-05-25 03:11:53+00:00,2005-05-30 00:34:53+00:00,1.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.19797933548279506,-1.0002842082006893,16.0
94,2005-06-17 10:16:47+00:00,2005-06-21 10:03:47+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.577351414542507,-1.0002842082006893,9.0
95,2005-07-06 17:07:30+00:00,2005-07-09 20:26:30+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.577351414542507,-1.0002842082006893,9.0
96,2005-07-28 05:16:51+00:00,2005-08-02 04:45:51+00:00,1.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.19797933548279506,-1.0002842082006893,16.0
97,2005-08-23 02:49:23+00:00,2005-09-01 07:50:23+00:00,6.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,1.6988810598157649,-1.0002842082006893,81.0
98,2005-05-29 01:23:02+00:00,2005-06-02 21:39:02+00:00,1.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.19797933548279506,-1.0002842082006893,16.0
99,2005-06-21 02:48:44+00:00,2005-06-22 01:25:44+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-1.715467651721643,-1.0002842082006893,0.0
100,2005-07-06 06:01:08+00:00,2005-07-07 07:14:08+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-1.336095572661931,-1.0002842082006893,1.0
101,2005-07-29 17:19:25+00:00,2005-08-06 12:33:25+00:00,4.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,0.9401369016963409,-1.0002842082006893,49.0
102,2005-08-17 11:11:58+00:00,2005-08-26 16:08:58+00:00,5.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,1.6988810598157649,-1.0002842082006893,81.0
103,2005-05-31 23:46:38+00:00,2005-06-05 18:03:38+00:00,1.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.19797933548279506,-1.0002842082006893,16.0
104,2005-06-19 00:57:12+00:00,2005-06-20 19:42:12+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-1.336095572661931,-1.0002842082006893,1.0
105,2005-07-07 10:25:19+00:00,2005-07-11 04:50:19+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-0.577351414542507,-1.0002842082006893,9.0
106,2005-08-02 02:18:32+00:00,2005-08-10 22:41:32+00:00,5.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,1.319508980756053,-1.0002842082006893,64.0
107,2005-07-08 06:28:41+00:00,2005-07-17 03:59:41+00:00,4.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,1.319508980756053,-1.0002842082006893,64.0
108,2005-07-29 07:32:38+00:00,2005-07-31 06:12:38+00:00,0.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,-1.336095572661931,-1.0002842082006893,1.0
109,2005-08-20 12:05:59+00:00,2005-08-29 16:15:59+00:00,5.99,2006.0,-1.1819909211677728,0.19994312903570197,-1.1914655838532233,"{Trailers,Commentaries}",0,0,1,0,1,0,0,0,1.6988810598157649,-1.0002842082006893,81.0
